Regional Economy,Statistic,Value,Footnote,Year,Unit of Measure,Sustainable Development Goal,ADB Economy Code
"Taipei,China",Current Account Balance,13.9,,2023,% of GDP,,TAP
Tajikistan,Current Account Balance,-1,,2023,% of GDP,,TAJ
Thailand,Current Account Balance,1.3,,2023,% of GDP,,THA
Timor-Leste,Current Account Balance,-20,,2023,% of GDP,,TIM
Tonga,Current Account Balance,8.4,,2023,% of GDP,,TON
Turkmenistan,Current Account Balance,5.9,,2023,% of GDP,,TKM
Tuvalu,Current Account Balance,2.2,,2023,% of GDP,,TUV
Uzbekistan,Current Account Balance,-1.5,,2023,% of GDP,,UZB
Vanuatu,Current Account Balance,-6.1,,2023,% of GDP,,VAN
Viet Nam,Current Account Balance,5.9,,2023,% of GDP,,VIE
Afghanistan,"Government Finance, Expenditure",27.9,,2021,% of GDP,,AFG
Armenia,"Government Finance, Expenditure",26.8,,2023,% of GDP,,ARM
Azerbaijan,"Government Finance, Expenditure",29.6,,2023,% of GDP,,AZE
Bangladesh,"Government Finance, Expenditure",12.6,,2023,% of GDP,,BAN
Bhutan,"Government Finance, Expenditure",32.4,,2023,% of GDP,,BHU
Brunei Darussalam,"Government Finance, Expenditure",25.7,,2023,% of GDP,,BRU
Cambodia,"Government Finance, Expenditure",24.3,,2023,% of GDP,,CAM
"China, People's Republic of","Government Finance, Expenditure",21.8,,2023,% of GDP,,PRC
Cook Islands,"Government Finance, Expenditure",39.5,,2023,% of GDP,,COO
Fiji,"Government Finance, Expenditure",28.2,,2023,% of GDP,,FIJ
Georgia,"Government Finance, Expenditure",30.1,,2023,% of GDP,,GEO
"Hong Kong, China","Government Finance, Expenditure",24.3,,2023,% of GDP,,HKG
India,"Government Finance, Expenditure",15.9,,2023,% of GDP,,IND
Indonesia,"Government Finance, Expenditure",15.4,,2023,% of GDP,,INO
Kazakhstan,"Government Finance, Expenditure",23.2,,2023,% of GDP,,KAZ
Kiribati,"Government Finance, Expenditure",130.8,,2023,% of GDP,,KIR
"Korea, Republic of","Government Finance, Expenditure",30.2,,2022,% of GDP,,KOR
Kyrgyz Republic,"Government Finance, Expenditure",30.9,,2023,% of GDP,,KGZ
Lao People's Democratic Republic,"Government Finance, Expenditure",16.6,,2023,% of GDP,,LAO
Malaysia,"Government Finance, Expenditure",17.1,,2023,% of GDP,,MAL
Maldives,"Government Finance, Expenditure",44.3,,2023,% of GDP,,MLD
Marshall Islands,"Government Finance, Expenditure",61.5,,2023,% of GDP,,RMI
"Micronesia, Federated States of","Government Finance, Expenditure",62,,2023,% of GDP,,FSM
Mongolia,"Government Finance, Expenditure",32.6,,2023,% of GDP,,MON
Myanmar,"Government Finance, Expenditure",17.7,,2023,% of GDP,,MYA
Nauru,"Government Finance, Expenditure",116.2,,2023,% of GDP,,NAU
Nepal,"Government Finance, Expenditure",23,,2023,% of GDP,,NEP
Niue,"Government Finance, Expenditure",137.3,,2023,% of GDP,,NIU
Pakistan,"Government Finance, Expenditure",19.2,,2023,% of GDP,,PAK
Palau,"Government Finance, Expenditure",44.6,,2023,% of GDP,,PAL
Papua New Guinea,"Government Finance, Expenditure",22.8,,2023,% of GDP,,PNG
Philippines,"Government Finance, Expenditure",22,,2023,% of GDP,,PHI
Samoa,"Government Finance, Expenditure",41.7,,2023,% of GDP,,SAM
Singapore,"Government Finance, Expenditure",19.9,,2023,% of GDP,,SIN
Solomon Islands,"Government Finance, Expenditure",31.2,,2023,% of GDP,,SOL
Sri Lanka,"Government Finance, Expenditure",19,,2023,% of GDP,,SRI
"Taipei,China","Government Finance, Expenditure",13.3,,2023,% of GDP,,TAP
Tajikistan,"Government Finance, Expenditure",31.6,,2023,% of GDP,,TAJ
Thailand,"Government Finance, Expenditure",26.5,,2023,% of GDP,,THA
Timor-Leste,"Government Finance, Expenditure",89.8,,2023,% of GDP,,TIM
Tonga,"Government Finance, Expenditure",43,,2023,% of GDP,,TON
Turkmenistan,"Government Finance, Expenditure",9.9,,2023,% of GDP,,TKM
Tuvalu,"Government Finance, Expenditure",109.3,,2023,% of GDP,,TUV
Uzbekistan,"Government Finance, Expenditure",38.5,,2023,% of GDP,,UZB
Vanuatu,"Government Finance, Expenditure",34.9,,2023,% of GDP,,VAN
Viet Nam,"Government Finance, Expenditure",19.9,,2023,% of GDP,,VIE
Afghanistan,"Government Finance, Fiscal Balance",-2.2,,2021,% of GDP,,AFG
Armenia,"Government Finance, Fiscal Balance",-2,,2023,% of GDP,,ARM
Azerbaijan,"Government Finance, Fiscal Balance",-0.7,,2023,% of GDP,,AZE
Bangladesh,"Government Finance, Fiscal Balance",-4.4,,2023,% of GDP,,BAN
Bhutan,"Government Finance, Fiscal Balance",-6.7,,2023,% of GDP,,BHU
Brunei Darussalam,"Government Finance, Fiscal Balance",-11.7,,2023,% of GDP,,BRU
Cambodia,"Government Finance, Fiscal Balance",-3.1,,2023,% of GDP,,CAM
"China, People's Republic of","Government Finance, Fiscal Balance",-4.6,,2023,% of GDP,,PRC
Cook Islands,"Government Finance, Fiscal Balance",-0.6,,2023,% of GDP,,COO
Fiji,"Government Finance, Fiscal Balance",-6.2,,2023,% of GDP,,FIJ
Georgia,"Government Finance, Fiscal Balance",-2.4,,2023,% of GDP,,GEO
"Hong Kong, China","Government Finance, Fiscal Balance",-3.4,,2023,% of GDP,,HKG
India,"Government Finance, Fiscal Balance",-6.6,,2023,% of GDP,,IND
Indonesia,"Government Finance, Fiscal Balance",-1.9,,2023,% of GDP,,INO
Kazakhstan,"Government Finance, Fiscal Balance",-2.3,,2023,% of GDP,,KAZ
Kiribati,"Government Finance, Fiscal Balance",-2.3,,2023,% of GDP,,KIR
"Korea, Republic of","Government Finance, Fiscal Balance",-6.8,,2022,% of GDP,,KOR
Kyrgyz Republic,"Government Finance, Fiscal Balance",1,,2023,% of GDP,,KGZ
Lao People's Democratic Republic,"Government Finance, Fiscal Balance",-2,,2023,% of GDP,,LAO
Malaysia,"Government Finance, Fiscal Balance",-0.9,,2023,% of GDP,,MAL
Maldives,"Government Finance, Fiscal Balance",-13.8,,2023,% of GDP,,MLD
Marshall Islands,"Government Finance, Fiscal Balance",0.1,,2023,% of GDP,,RMI
"Micronesia, Federated States of","Government Finance, Fiscal Balance",3,,2023,% of GDP,,FSM
Mongolia,"Government Finance, Fiscal Balance",2.7,,2023,% of GDP,,MON
Myanmar,"Government Finance, Fiscal Balance",-6,,2023,% of GDP,,MYA
Nauru,"Government Finance, Fiscal Balance",19.1,,2023,% of GDP,,NAU
Nepal,"Government Finance, Fiscal Balance",-6.1,,2023,% of GDP,,NEP
Niue,"Government Finance, Fiscal Balance",-26.3,,2023,% of GDP,,NIU
Pakistan,"Government Finance, Fiscal Balance",-7.8,,2023,% of GDP,,PAK
Palau,"Government Finance, Fiscal Balance",-0.5,,2023,% of GDP,,PAL
Papua New Guinea,"Government Finance, Fiscal Balance",-4.4,,2023,% of GDP,,PNG
Philippines,"Government Finance, Fiscal Balance",-6.2,,2023,% of GDP,,PHI
Samoa,"Government Finance, Fiscal Balance",3.8,,2023,% of GDP,,SAM
Singapore,"Government Finance, Fiscal Balance",-1,,2023,% of GDP,,SIN
Solomon Islands,"Government Finance, Fiscal Balance",-6.5,,2023,% of GDP,,SOL
Sri Lanka,"Government Finance, Fiscal Balance",-8.8,,2023,% of GDP,,SRI
"Taipei,China","Government Finance, Fiscal Balance",-1,,2023,% of GDP,,TAP
Tajikistan,"Government Finance, Fiscal Balance",-0.6,,2023,% of GDP,,TAJ
Thailand,"Government Finance, Fiscal Balance",-9.7,,2023,% of GDP,,THA
Timor-Leste,"Government Finance, Fiscal Balance",-41,,2023,% of GDP,,TIM
Tonga,"Government Finance, Fiscal Balance",5.6,,2023,% of GDP,,TON
Turkmenistan,"Government Finance, Fiscal Balance",0.9,,2023,% of GDP,,TKM
Tuvalu,"Government Finance, Fiscal Balance",1.2,,2023,% of GDP,,TUV
Uzbekistan,"Government Finance, Fiscal Balance",-5.5,,2023,% of GDP,,UZB
Vanuatu,"Government Finance, Fiscal Balance",1.5,,2023,% of GDP,,VAN
Viet Nam,"Government Finance, Fiscal Balance",-4.1,,2023,% of GDP,,VIE
Afghanistan,"Government Finance, Revenue",25.7,,2021,% of GDP,,AFG
Armenia,"Government Finance, Revenue",24.8,,2023,% of GDP,,ARM
Azerbaijan,"Government Finance, Revenue",28.9,,2023,% of GDP,,AZE
Bangladesh,"Government Finance, Revenue",8.2,,2023,% of GDP,,BAN
Bhutan,"Government Finance, Revenue",25.7,,2023,% of GDP,,BHU
Brunei Darussalam,"Government Finance, Revenue",14,,2023,% of GDP,,BRU
Cambodia,"Government Finance, Revenue",21.3,,2023,% of GDP,,CAM
"China, People's Republic of","Government Finance, Revenue",17.2,,2023,% of GDP,,PRC
Cook Islands,"Government Finance, Revenue",38.8,,2023,% of GDP,,COO
Fiji,"Government Finance, Revenue",22.1,,2023,% of GDP,,FIJ
Georgia,"Government Finance, Revenue",27.7,,2023,% of GDP,,GEO
"Hong Kong, China","Government Finance, Revenue",18.5,,2023,% of GDP,,HKG
India,"Government Finance, Revenue",9.2,,2023,% of GDP,,IND
Indonesia,"Government Finance, Revenue",13.5,,2023,% of GDP,,INO
Kazakhstan,"Government Finance, Revenue",20.9,,2023,% of GDP,,KAZ
Kiribati,"Government Finance, Revenue",128.5,,2023,% of GDP,,KIR
"Korea, Republic of","Government Finance, Revenue",23.4,,2022,% of GDP,,KOR
Kyrgyz Republic,"Government Finance, Revenue",31.9,,2023,% of GDP,,KGZ
Lao People's Democratic Republic,"Government Finance, Revenue",14.6,,2023,% of GDP,,LAO
Malaysia,"Government Finance, Revenue",16.2,,2023,% of GDP,,MAL
Maldives,"Government Finance, Revenue",30.5,,2023,% of GDP,,MLD
Marshall Islands,"Government Finance, Revenue",61.6,,2023,% of GDP,,RMI
"Micronesia, Federated States of","Government Finance, Revenue",65,,2023,% of GDP,,FSM
Mongolia,"Government Finance, Revenue",35.3,,2023,% of GDP,,MON
Myanmar,"Government Finance, Revenue",11.7,,2023,% of GDP,,MYA
Nauru,"Government Finance, Revenue",135.3,,2023,% of GDP,,NAU
Nepal,"Government Finance, Revenue",16.9,,2023,% of GDP,,NEP
Niue,"Government Finance, Revenue",111,,2023,% of GDP,,NIU
Pakistan,"Government Finance, Revenue",11.5,,2023,% of GDP,,PAK
Palau,"Government Finance, Revenue",44.2,,2023,% of GDP,,PAL
Papua New Guinea,"Government Finance, Revenue",18.3,,2023,% of GDP,,PNG
Philippines,"Government Finance, Revenue",15.7,,2023,% of GDP,,PHI
Samoa,"Government Finance, Revenue",45.5,,2023,% of GDP,,SAM
Singapore,"Government Finance, Revenue",18.9,,2023,% of GDP,,SIN
Solomon Islands,"Government Finance, Revenue",24.7,,2023,% of GDP,,SOL
Sri Lanka,"Government Finance, Revenue",10.2,,2023,% of GDP,,SRI
"Taipei,China","Government Finance, Revenue",12.3,,2023,% of GDP,,TAP
Tajikistan,"Government Finance, Revenue",31,,2023,% of GDP,,TAJ
Thailand,"Government Finance, Revenue",16.8,,2023,% of GDP,,THA
Timor-Leste,"Government Finance, Revenue",48.8,,2023,% of GDP,,TIM
Tonga,"Government Finance, Revenue",48.5,,2023,% of GDP,,TON
Turkmenistan,"Government Finance, Revenue",10.8,,2023,% of GDP,,TKM
Tuvalu,"Government Finance, Revenue",110.5,,2023,% of GDP,,TUV
Uzbekistan,"Government Finance, Revenue",33,,2023,% of GDP,,UZB
Vanuatu,"Government Finance, Revenue",36.4,,2023,% of GDP,,VAN
Viet Nam,"Government Finance, Revenue",15.9,,2023,% of GDP,,VIE
Afghanistan,Gross Domestic Investment,,,,% of GDP,,AFG
Armenia,Gross Domestic Investment,21.3,,2023,% of GDP,,ARM
Azerbaijan,Gross Domestic Investment,12.7,*,2022,% of GDP,,AZE
Bangladesh,Gross Domestic Investment,31,*,2023,% of GDP,,BAN
Bhutan,Gross Domestic Investment,69.7,,2023,% of GDP,,BHU
Brunei Darussalam,Gross Domestic Investment,29.6,,2023,% of GDP,,BRU
Cambodia,Gross Domestic Investment,12.6,,2023,% of GDP,,CAM
"China, People's Republic of",Gross Domestic Investment,43.1,,2022,% of GDP,,PRC
Cook Islands,Gross Domestic Investment,,,,% of GDP,,COO
Fiji,Gross Domestic Investment,19.6,,2021,% of GDP,,FIJ
Georgia,Gross Domestic Investment,19.6,,2022,% of GDP,,GEO
"Hong Kong, China",Gross Domestic Investment,15.7,,2023,% of GDP,,HKG
India,Gross Domestic Investment,33.7,,2023,% of GDP,,IND
Indonesia,Gross Domestic Investment,30.5,,2023,% of GDP,,INO
Kazakhstan,Gross Domestic Investment,21.9,,2023,% of GDP,,KAZ
Kiribati,Gross Domestic Investment,30.7,,2021,% of GDP,,KIR
"Korea, Republic of",Gross Domestic Investment,32.1,,2023,% of GDP,,KOR
Kyrgyz Republic,Gross Domestic Investment,35.6,,2022,% of GDP,,KGZ
Lao People's Democratic Republic,Gross Domestic Investment,,,,% of GDP,,LAO
Malaysia,Gross Domestic Investment,22.5,,2023,% of GDP,,MAL
Maldives,Gross Domestic Investment,,,,% of GDP,,MLD
Marshall Islands,Gross Domestic Investment,20.4,,2022,% of GDP,,RMI
"Micronesia, Federated States of",Gross Domestic Investment,6.8,,2021,% of GDP,,FSM
Mongolia,Gross Domestic Investment,31.7,,2023,% of GDP,,MON
Myanmar,Gross Domestic Investment,27.3,,2021,% of GDP,,MYA
Nauru,Gross Domestic Investment,,,,% of GDP,,NAU
Nepal,Gross Domestic Investment,29.4,,2023,% of GDP,,NEP
Niue,Gross Domestic Investment,,,,% of GDP,,NIU
Pakistan,Gross Domestic Investment,15.2,,2023,% of GDP,,PAK
Palau,Gross Domestic Investment,43.2,,2022,% of GDP,,PAL
Papua New Guinea,Gross Domestic Investment,,,,% of GDP,,PNG
Philippines,Gross Domestic Investment,23.4,,2023,% of GDP,,PHI
Samoa,Gross Domestic Investment,38.4,,2023,% of GDP,,SAM
Singapore,Gross Domestic Investment,21,,2023,% of GDP,,SIN
Solomon Islands,Gross Domestic Investment,21.2,,2023,% of GDP,,SOL
Sri Lanka,Gross Domestic Investment,35.5,*,2023,% of GDP,,SRI
"Taipei,China",Gross Domestic Investment,24.8,,2023,% of GDP,,TAP
Tajikistan,Gross Domestic Investment,35.5,,2022,% of GDP,,TAJ
Thailand,Gross Domestic Investment,22.6,,2023,% of GDP,,THA
Timor-Leste,Gross Domestic Investment,21.9,,2023,% of GDP,,TIM
Tonga,Gross Domestic Investment,22.5,,2023,% of GDP,,TON
Turkmenistan,Gross Domestic Investment,49.6,,2017,% of GDP,,TKM
Tuvalu,Gross Domestic Investment,,,,% of GDP,,TUV
Uzbekistan,Gross Domestic Investment,40.2,,2020,% of GDP,,UZB
Vanuatu,Gross Domestic Investment,52.8,*,2023,% of GDP,,VAN
Viet Nam,Gross Domestic Investment,32,,2023,% of GDP,,VIE
Afghanistan,Gross International Reserves,9763,,2021,$ million,,AFG
Armenia,Gross International Reserves,3602,,2023,$ million,,ARM
Azerbaijan,Gross International Reserves,11613,,2023,$ million,,AZE
Bangladesh,Gross International Reserves,31203,,2023,$ million,,BAN
Bhutan,Gross International Reserves,533,,2023,$ million,,BHU
Brunei Darussalam,Gross International Reserves,5035,,2022,$ million,,BRU
Cambodia,Gross International Reserves,20000,,2023,$ million,,CAM
"China, People's Republic of",Gross International Reserves,3306529,,2022,$ million,,PRC
Cook Islands,Gross International Reserves,,,,$ million,,COO
Fiji,Gross International Reserves,1494,,2023,$ million,,FIJ
Georgia,Gross International Reserves,5000,,2023,$ million,,GEO
"Hong Kong, China",Gross International Reserves,425554,,2023,$ million,,HKG
India,Gross International Reserves,626163,,2023,$ million,,IND
Indonesia,Gross International Reserves,146384,,2023,$ million,,INO
Kazakhstan,Gross International Reserves,35965,,2023,$ million,,KAZ
Kiribati,Gross International Reserves,116,,2022,$ million,,KIR
"Korea, Republic of",Gross International Reserves,420148,,2023,$ million,,KOR
Kyrgyz Republic,Gross International Reserves,3236,,2023,$ million,,KGZ
Lao People's Democratic Republic,Gross International Reserves,1782,,2023,$ million,,LAO
Malaysia,Gross International Reserves,113478,,2023,$ million,,MAL
Maldives,Gross International Reserves,589,,2023,$ million,,MLD
Marshall Islands,Gross International Reserves,,,,$ million,,RMI
"Micronesia, Federated States of",Gross International Reserves,,,,$ million,,FSM
Mongolia,Gross International Reserves,4921,,2023,$ million,,MON
Myanmar,Gross International Reserves,7800,,2021,$ million,,MYA
Nauru,Gross International Reserves,,,,$ million,,NAU
Nepal,Gross International Reserves,8169,,2023,$ million,,NEP
Niue,Gross International Reserves,,,,$ million,,NIU
Pakistan,Gross International Reserves,4445,,2023,$ million,,PAK
Palau,Gross International Reserves,,,,$ million,,PAL
Papua New Guinea,Gross International Reserves,3583,,2023,$ million,,PNG
Philippines,Gross International Reserves,103753,,2023,$ million,,PHI
Samoa,Gross International Reserves,266,,2023,$ million,,SAM
Singapore,Gross International Reserves,351031,,2023,$ million,,SIN
Solomon Islands,Gross International Reserves,660,,2023,$ million,,SOL
Sri Lanka,Gross International Reserves,4392,,2023,$ million,,SRI
"Taipei,China",Gross International Reserves,570595,,2023,$ million,,TAP
Tajikistan,Gross International Reserves,3322,,2022,$ million,,TAJ
Thailand,Gross International Reserves,220059,,2023,$ million,,THA
Timor-Leste,Gross International Reserves,18331,,2023,$ million,,TIM
Tonga,Gross International Reserves,382,,2022,$ million,,TON
Turkmenistan,Gross International Reserves,,,,$ million,,TKM
Tuvalu,Gross International Reserves,119,,2023,$ million,,TUV
Uzbekistan,Gross International Reserves,35600,,2023,$ million,,UZB
Vanuatu,Gross International Reserves,703,,2023,$ million,,VAN
Viet Nam,Gross International Reserves,92302,,2023,$ million,,VIE
Afghanistan,Growth Rate of Merchandise Exports,116.1,,2023,%,,AFG
Armenia,Growth Rate of Merchandise Exports,40.8,,2023,%,,ARM
Azerbaijan,Growth Rate of Merchandise Exports,88.4,,2022,%,,AZE
Bangladesh,Growth Rate of Merchandise Exports,6.3,,2023,%,,BAN
Bhutan,Growth Rate of Merchandise Exports,-11.5,,2023,%,,BHU
Brunei Darussalam,Growth Rate of Merchandise Exports,2.2,,2023,%,,BRU
Cambodia,Growth Rate of Merchandise Exports,1.7,,2023,%,,CAM
"China, People's Republic of",Growth Rate of Merchandise Exports,-5,,2023,%,,PRC
Cook Islands,Growth Rate of Merchandise Exports,38.5,,2023,%,,COO
Fiji,Growth Rate of Merchandise Exports,2.7,,2023,%,,FIJ
Georgia,Growth Rate of Merchandise Exports,12.8,,2023,%,,GEO
"Hong Kong, China",Growth Rate of Merchandise Exports,-6.5,,2023,%,,HKG
India,Growth Rate of Merchandise Exports,-6.1,,2023,%,,IND
Indonesia,Growth Rate of Merchandise Exports,-11.3,,2023,%,,INO
Kazakhstan,Growth Rate of Merchandise Exports,-6.6,,2023,%,,KAZ
Kiribati,Growth Rate of Merchandise Exports,13.1,,2023,%,,KIR
"Korea, Republic of",Growth Rate of Merchandise Exports,-7.1,,2023,%,,KOR
Kyrgyz Republic,Growth Rate of Merchandise Exports,-19.4,,2022,%,,KGZ
Lao People's Democratic Republic,Growth Rate of Merchandise Exports,0.3,,2023,%,,LAO
Malaysia,Growth Rate of Merchandise Exports,-18,,2023,%,,MAL
Maldives,Growth Rate of Merchandise Exports,10.1,,2023,%,,MLD
Marshall Islands,Growth Rate of Merchandise Exports,-2.8,,2022,%,,RMI
"Micronesia, Federated States of",Growth Rate of Merchandise Exports,-1,,2021,%,,FSM
Mongolia,Growth Rate of Merchandise Exports,41,,2023,%,,MON
Myanmar,Growth Rate of Merchandise Exports,-14,,2023,%,,MYA
Nauru,Growth Rate of Merchandise Exports,-26.2,,2023,%,,NAU
Nepal,Growth Rate of Merchandise Exports,-19.9,,2023,%,,NEP
Niue,Growth Rate of Merchandise Exports,,,,%,,NIU
Pakistan,Growth Rate of Merchandise Exports,-14.2,,2023,%,,PAK
Palau,Growth Rate of Merchandise Exports,57.3,,2023,%,,PAL
Papua New Guinea,Growth Rate of Merchandise Exports,-7.5,,2023,%,,PNG
Philippines,Growth Rate of Merchandise Exports,-4.1,,2023,%,,PHI
Samoa,Growth Rate of Merchandise Exports,37,,2023,%,,SAM
Singapore,Growth Rate of Merchandise Exports,-7.4,,2023,%,,SIN
Solomon Islands,Growth Rate of Merchandise Exports,32.3,,2023,%,,SOL
Sri Lanka,Growth Rate of Merchandise Exports,-9.1,,2023,%,,SRI
"Taipei,China",Growth Rate of Merchandise Exports,-10.3,,2023,%,,TAP
Tajikistan,Growth Rate of Merchandise Exports,15,,2023,%,,TAJ
Thailand,Growth Rate of Merchandise Exports,-1.7,,2023,%,,THA
Timor-Leste,Growth Rate of Merchandise Exports,-26.5,,2023,%,,TIM
Tonga,Growth Rate of Merchandise Exports,-29,,2023,%,,TON
Turkmenistan,Growth Rate of Merchandise Exports,8.1,,2019,%,,TKM
Tuvalu,Growth Rate of Merchandise Exports,8.4,,2023,%,,TUV
Uzbekistan,Growth Rate of Merchandise Exports,13,,2023,%,,UZB
Vanuatu,Growth Rate of Merchandise Exports,-25.7,,2023,%,,VAN
Viet Nam,Growth Rate of Merchandise Exports,-4.6,,2023,%,,VIE
Afghanistan,Growth Rate of Merchandise Imports,44.6,,2023,%,,AFG
Armenia,Growth Rate of Merchandise Imports,38.8,,2023,%,,ARM
Azerbaijan,Growth Rate of Merchandise Imports,29.7,,2022,%,,AZE
Bangladesh,Growth Rate of Merchandise Imports,-15.8,,2023,%,,BAN
Bhutan,Growth Rate of Merchandise Imports,-13.1,,2023,%,,BHU
Brunei Darussalam,Growth Rate of Merchandise Imports,4.5,,2023,%,,BRU
Cambodia,Growth Rate of Merchandise Imports,-17,,2023,%,,CAM
